City,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,AQI_Category
Berlin,2023-06-20,92.6,168.95,19.59,41.75,3.88,163.64,34.11,32.63,10.67,Moderate
Berlin,2023-06-21,79.91,94.2,38.3,26.7,2.78,121.8,11.49,53.63,9.12,Moderate
Berlin,2023-06-22,21.1,122.84,51.81,29.83,5.37,47.29,-5.38,82.63,2.08,Good
Berlin,2023-06-23,76.32,162.4,58.58,44.48,6.45,130.9,21.22,42.71,12.05,Moderate
Berlin,2023-06-24,88.0,69.23,83.63,36.93,2.29,85.15,39.02,64.91,2.02,Moderate
Berlin,2023-06-25,98.29,171.59,95.13,20.58,9.97,196.68,13.76,83.12,3.06,Moderate
Berlin,2023-06-26,130.98,139.78,46.64,40.16,6.22,175.18,12.82,31.92,5.79,Unhealthy
Berlin,2023-06-27,105.43,115.74,58.96,33.73,5.91,140.6,19.58,37.53,10.64,Unhealthy
Berlin,2023-06-28,79.89,91.68,71.27,27.3,5.6,106.02,26.34,43.14,15.48,Moderate
Berlin,2023-06-29,78.95,97.64,56.99,31.56,5.88,89.77,26.04,39.58,14.2,Moderate
Berlin,2023-06-30,78.01,103.6,42.7,35.81,6.16,73.52,25.76,36.02,12.92,Moderate
Berlin,2023-07-01,77.08,109.56,28.42,40.07,6.44,57.26,25.47,32.46,11.64,Moderate
Berlin,2023-07-02,89.92,131.45,26.73,31.52,4.97,116.42,24.18,42.75,9.59,Moderate
Berlin,2023-07-03,102.77,153.34,25.04,22.98,3.51,175.58,22.89,53.04,7.54,Unhealthy
Berlin,2023-07-04,135.87,174.39,20.36,4.16,4.55,40.56,33.77,83.85,16.92,Unhealthy
Berlin,2023-07-05,80.68,105.13,10.02,12.98,0.58,39.72,5.69,59.67,6.75,Moderate
Berlin,2023-07-06,104.52,60.55,77.6,21.78,2.58,112.04,2.6,42.64,8.03,Unhealthy
Berlin,2023-07-07,110.32,120.82,45.17,41.86,5.8,92.86,18.75,69.2,2.13,Unhealthy
Berlin,2023-07-08,54.7,178.78,77.9,7.44,8.69,20.1,15.1,65.08,12.0,Good
Berlin,2023-07-09,63.77,95.15,76.61,13.39,6.75,60.46,17.92,65.79,10.77,Good
Berlin,2023-07-10,72.84,11.52,75.32,19.34,4.81,100.83,20.73,66.5,9.54,Moderate
Berlin,2023-07-11,66.21,69.73,48.66,24.26,6.5,120.76,6.19,70.61,10.14,Moderate
Berlin,2023-07-12,16.72,49.58,9.83,49.33,1.76,43.74,37.09,79.25,1.46,Good
Berlin,2023-07-13,13.73,103.76,43.14,22.46,2.38,14.08,14.03,53.45,18.75,Good
Berlin,2023-07-14,81.13,151.0,17.7,27.8,5.21,184.48,3.19,50.08,11.56,Moderate
Berlin,2023-07-15,91.47,166.2,67.28,6.46,2.82,94.08,33.3,28.23,8.38,Moderate
Berlin,2023-07-16,99.5,148.56,68.1,10.44,3.61,94.47,27.3,32.69,10.57,Unhealthy
Berlin,2023-07-17,107.52,130.94,68.92,14.42,4.41,94.86,21.3,37.15,12.77,Unhealthy
Berlin,2023-07-18,55.32,45.92,60.14,37.19,1.76,78.64,16.9,78.79,5.48,Good
Berlin,2023-07-19,45.75,100.76,62.85,33.06,3.62,79.75,31.06,51.11,16.3,Good
Berlin,2023-07-20,78.14,60.49,81.97,4.14,7.09,134.78,32.42,98.37,13.72,Moderate
Berlin,2023-07-21,104.26,71.86,72.23,16.02,9.16,57.24,9.96,65.74,14.92,Unhealthy
Berlin,2023-07-22,53.42,83.33,41.64,6.13,4.47,172.47,30.81,49.84,4.1,Good
Berlin,2023-07-23,86.63,184.0,41.76,3.88,0.25,93.92,1.93,75.04,9.48,Moderate
Berlin,2023-07-24,74.87,83.36,34.46,18.19,5.32,129.03,4.98,57.58,11.59,Moderate
Berlin,2023-07-25,82.46,123.13,45.13,24.61,5.47,94.09,18.53,44.74,9.64,Moderate
Berlin,2023-07-26,90.05,162.9,55.81,31.04,5.61,59.16,32.08,31.9,7.69,Moderate
Berlin,2023-07-27,68.19,95.24,24.77,25.44,5.15,113.52,33.82,38.15,18.65,Moderate
Berlin,2023-07-28,106.76,95.59,84.9,39.56,6.8,153.1,27.17,46.86,6.66,Unhealthy
Berlin,2023-07-29,95.93,101.29,80.72,38.9,6.38,134.46,22.46,45.63,6.57,Moderate
Berlin,2023-07-30,85.11,106.98,76.53,38.24,5.96,115.82,17.74,44.4,6.48,Moderate
Berlin,2023-07-31,74.28,112.68,72.33,37.58,5.53,97.18,13.03,43.18,6.38,Moderate
Berlin,2023-08-01,63.46,118.38,68.14,36.92,5.11,78.54,8.32,41.96,6.28,Good
Berlin,2023-08-02,46.25,148.76,65.8,14.12,2.81,96.63,25.52,45.28,14.2,Good
Berlin,2023-08-03,44.43,146.22,54.99,23.71,3.17,122.07,25.99,53.89,10.91,Good
Berlin,2023-08-04,42.62,143.69,44.18,33.3,3.54,147.5,26.46,62.5,7.62,Good
Berlin,2023-08-05,56.34,128.34,41.89,23.78,4.56,112.85,19.07,54.92,7.8,Good
Berlin,2023-08-06,70.06,113.0,39.59,14.27,5.58,78.2,11.68,47.34,7.98,Moderate
Berlin,2023-08-07,42.56,111.74,76.52,22.75,4.74,195.53,25.47,14.12,6.82,Good
Berlin,2023-08-08,39.68,112.42,58.1,25.16,4.07,172.33,17.02,42.58,7.06,Good
Berlin,2023-08-09,36.8,113.1,39.68,27.58,3.4,149.14,8.56,71.03,7.29,Good
Berlin,2023-08-10,53.5,91.95,46.19,22.17,5.94,73.14,19.2,77.92,8.43,Good
Berlin,2023-08-11,73.29,65.35,28.82,32.85,7.1,118.75,25.46,45.08,5.86,Moderate
Berlin,2023-08-12,134.31,107.09,21.76,6.45,4.0,33.37,-7.21,12.82,4.88,Unhealthy
Berlin,2023-08-13,43.57,66.19,67.59,30.36,4.11,115.87,14.61,83.68,10.72,Good
Berlin,2023-08-14,73.36,87.1,56.55,29.14,4.95,116.22,13.64,48.35,13.03,Moderate
Berlin,2023-08-15,103.8,114.54,37.3,28.44,6.77,150.89,13.15,54.0,10.5,Unhealthy
Berlin,2023-08-16,77.74,78.86,51.99,31.58,3.33,89.4,17.78,38.62,9.75,Moderate
Berlin,2023-08-17,79.43,166.18,73.2,19.52,2.8,157.67,30.76,29.51,17.73,Moderate
Berlin,2023-08-18,33.97,119.66,54.69,19.58,7.21,71.34,15.02,37.02,15.37,Good
Berlin,2023-08-19,113.08,105.38,22.61,22.12,9.65,88.06,29.68,64.02,19.81,Unhealthy
Berlin,2023-08-20,5.57,162.13,77.43,20.91,5.74,80.37,7.63,63.14,14.88,Good
Berlin,2023-08-21,94.06,164.84,60.86,36.17,3.82,116.81,23.54,79.84,5.06,Moderate
Berlin,2023-08-22,128.83,30.63,53.43,37.64,2.51,162.87,-0.39,61.05,9.89,Unhealthy
Berlin,2023-08-23,99.08,54.34,41.71,33.93,4.05,120.2,13.29,53.56,9.67,Unhealthy
Berlin,2023-08-24,69.34,78.04,29.99,30.22,5.59,77.54,26.97,46.08,9.45,Moderate
Berlin,2023-08-25,73.53,104.44,66.16,17.92,4.78,131.45,8.8,51.98,11.95,Moderate
Berlin,2023-08-26,55.18,177.87,10.85,3.29,1.08,174.51,30.98,63.72,9.24,Good
Berlin,2023-08-27,34.39,122.62,54.05,28.18,2.92,140.85,-1.4,56.66,9.71,Good
Berlin,2023-08-28,131.45,62.42,27.96,35.89,7.34,134.83,32.47,29.08,7.94,Unhealthy
Berlin,2023-08-29,135.19,49.7,43.11,36.0,6.38,107.63,33.28,35.95,9.18,Unhealthy
Berlin,2023-08-30,138.93,36.98,58.26,36.11,5.42,80.43,34.09,42.82,10.42,Unhealthy
Berlin,2023-08-31,142.66,24.26,73.42,36.21,4.47,53.23,34.9,49.7,11.66,Unhealthy
Berlin,2023-09-01,146.4,11.54,88.57,36.32,3.51,26.03,35.71,56.57,12.9,Unhealthy
Berlin,2023-09-02,83.1,11.37,67.96,31.84,6.02,90.68,36.43,71.37,13.91,Moderate
Berlin,2023-09-03,19.8,11.2,47.34,27.35,8.54,155.33,37.15,86.17,14.92,Good
Berlin,2023-09-04,92.8,84.18,55.56,42.57,0.91,24.8,35.23,44.61,10.37,Moderate
Berlin,2023-09-05,97.46,142.86,28.02,4.83,5.3,126.45,12.28,36.72,11.16,Moderate
Berlin,2023-09-06,81.89,127.08,59.29,16.18,6.54,125.44,21.22,58.66,6.21,Moderate
Berlin,2023-09-07,66.31,111.3,90.56,27.53,7.77,124.43,30.16,80.6,1.27,Moderate
Berlin,2023-09-08,51.78,136.48,46.2,25.54,5.13,111.86,8.07,52.91,14.86,Good
Berlin,2023-09-09,122.71,110.47,78.72,45.35,2.38,89.7,30.95,30.06,10.06,Unhealthy
Berlin,2023-09-10,63.0,101.68,86.12,10.52,1.3,180.56,12.56,38.99,13.13,Good
Berlin,2023-09-11,69.7,109.7,62.52,17.73,2.62,149.4,22.65,46.14,12.12,Moderate
Berlin,2023-09-12,76.39,117.72,38.92,24.95,3.93,118.25,32.73,53.28,11.1,Moderate
Berlin,2023-09-13,93.8,80.77,60.18,18.19,1.62,174.48,21.07,60.96,17.38,Moderate
Berlin,2023-09-14,66.54,33.92,15.36,28.15,7.04,130.36,21.05,71.24,9.36,Moderate
Berlin,2023-09-15,111.2,123.26,24.68,47.72,0.55,109.69,19.09,88.21,17.36,Unhealthy
Berlin,2023-09-16,83.45,108.72,43.46,37.98,0.99,105.44,12.08,88.38,15.57,Moderate
Berlin,2023-09-17,55.69,94.17,62.24,28.24,1.43,101.18,5.08,88.56,13.77,Good
Berlin,2023-09-18,27.94,79.63,81.02,18.5,1.87,96.93,-1.93,88.73,11.98,Good
Berlin,2023-09-19,140.64,52.36,50.33,31.89,1.42,190.69,0.15,23.51,1.84,Unhealthy
Berlin,2023-09-20,105.84,113.96,61.9,39.66,3.94,187.86,-2.74,19.82,1.2,Unhealthy
Berlin,2023-09-21,71.05,175.55,73.46,47.42,6.45,185.02,-5.64,16.12,0.55,Moderate
Berlin,2023-09-22,82.06,126.6,69.75,34.02,6.17,156.95,-1.38,49.72,7.0,Moderate
Berlin,2023-09-23,93.07,77.65,66.04,20.63,5.89,128.88,2.88,83.32,13.44,Moderate
Berlin,2023-09-24,61.98,145.31,90.55,4.42,9.4,24.73,29.92,96.2,17.7,Good
Berlin,2023-09-25,36.86,106.12,44.83,36.58,4.08,53.21,13.8,81.83,8.06,Good
Berlin,2023-09-26,86.79,58.81,69.62,4.56,8.82,190.14,-6.22,44.62,1.68,Moderate
Berlin,2023-09-27,122.38,164.35,68.16,44.97,4.55,168.29,-7.22,73.69,16.37,Unhealthy
Berlin,2023-09-28,130.01,193.08,93.97,28.28,3.58,149.74,-8.39,96.77,19.73,Unhealthy
Berlin,2023-09-29,116.83,133.4,69.16,32.05,3.56,134.5,-7.79,86.47,18.55,Unhealthy
Berlin,2023-09-30,103.65,73.73,44.35,35.81,3.54,119.25,-7.19,76.18,17.36,Unhealthy
Berlin,2023-10-01,90.47,14.05,19.54,39.58,3.52,104.01,-6.59,65.88,16.18,Moderate
Berlin,2023-10-02,85.68,67.66,40.32,31.0,5.0,135.94,1.75,55.03,14.5,Moderate
Berlin,2023-10-03,80.89,121.26,61.09,22.42,6.47,167.88,10.1,44.18,12.82,Moderate
Berlin,2023-10-04,91.12,123.48,45.95,21.87,5.34,132.07,15.6,57.09,12.33,Moderate
Berlin,2023-10-05,101.35,125.69,30.82,21.32,4.2,96.26,21.1,70.0,11.84,Unhealthy
Berlin,2023-10-06,99.04,199.14,92.52,3.14,8.21,147.82,26.48,66.37,3.65,Unhealthy
Berlin,2023-10-07,114.76,74.22,54.34,30.86,2.78,143.19,32.57,77.63,9.99,Unhealthy
Berlin,2023-10-08,96.03,77.25,65.01,33.14,6.12,96.44,25.63,71.11,7.55,Moderate
Berlin,2023-10-09,77.31,80.28,75.68,35.42,9.46,49.69,18.68,64.58,5.1,Moderate
Berlin,2023-10-10,71.2,79.38,50.78,14.04,5.14,103.92,16.56,52.06,12.33,Moderate
Berlin,2023-10-11,123.15,79.33,79.17,40.47,9.49,78.85,12.54,55.63,7.13,Unhealthy
Berlin,2023-10-12,42.1,93.3,72.48,19.48,5.82,136.11,-0.98,74.52,10.82,Good
Berlin,2023-10-13,75.86,73.4,55.56,39.7,6.11,152.55,17.85,71.73,8.07,Moderate
Berlin,2023-10-14,101.38,101.66,36.84,41.03,1.34,65.26,6.44,59.47,12.56,Unhealthy
Berlin,2023-10-15,17.22,143.22,64.36,12.28,7.78,103.8,10.01,42.62,12.19,Good
Berlin,2023-10-16,50.44,22.75,74.88,23.64,7.08,70.42,20.82,88.17,11.77,Good
Berlin,2023-10-17,88.82,100.19,68.45,19.51,5.86,81.31,4.53,35.63,9.11,Moderate
Berlin,2023-10-18,42.64,73.5,75.66,17.36,3.62,110.66,19.01,30.62,9.91,Good
Berlin,2023-10-19,57.5,83.14,74.38,15.08,4.24,101.33,21.06,46.57,10.85,Good
Berlin,2023-10-20,72.37,92.78,73.1,12.8,4.87,92.0,23.11,62.53,11.78,Moderate
Berlin,2023-10-21,41.78,80.09,32.14,37.54,7.41,107.29,11.09,15.41,17.72,Good
Berlin,2023-10-22,74.84,73.67,29.95,30.24,5.9,136.86,9.61,32.97,14.64,Moderate
Berlin,2023-10-23,107.9,67.24,27.76,22.93,4.4,166.44,8.12,50.53,11.55,Unhealthy
Berlin,2023-10-24,64.38,96.47,63.46,23.81,6.16,125.3,3.11,67.33,9.83,Good
Berlin,2023-10-25,82.19,78.29,76.86,20.2,5.69,109.88,12.59,63.93,16.77,Moderate
Berlin,2023-10-26,143.87,21.9,24.68,34.14,1.61,46.56,19.74,53.06,10.44,Unhealthy
Berlin,2023-10-27,43.82,102.42,40.83,27.2,4.01,171.06,1.48,83.86,5.64,Good
Berlin,2023-10-28,28.85,184.13,78.02,24.67,8.21,138.94,15.71,12.66,18.0,Good
Berlin,2023-10-29,51.22,164.06,75.12,24.08,8.09,123.2,13.77,29.64,16.47,Good
Berlin,2023-10-30,73.6,144.0,72.22,23.49,7.98,107.47,11.82,46.61,14.93,Moderate
Berlin,2023-10-31,95.97,123.93,69.32,22.9,7.86,91.74,9.88,63.59,13.4,Moderate
Berlin,2023-11-01,118.34,103.86,66.42,22.3,7.74,76.0,7.94,80.57,11.87,Unhealthy
Berlin,2023-11-02,87.33,186.95,5.26,12.98,4.48,75.76,17.93,37.55,9.89,Moderate
Berlin,2023-11-03,32.54,191.18,88.43,48.14,2.06,90.53,-4.76,51.22,5.82,Good
Berlin,2023-11-04,63.79,81.58,43.28,26.24,4.57,50.18,12.46,58.01,14.87,Good
Berlin,2023-11-05,78.7,100.43,63.41,30.96,4.42,59.94,14.94,68.23,9.72,Moderate
Berlin,2023-11-06,93.6,119.28,83.55,35.68,4.27,69.69,17.42,78.46,4.56,Moderate
Berlin,2023-11-07,114.93,176.47,76.13,38.0,0.15,65.49,17.99,80.59,14.48,Unhealthy
Berlin,2023-11-08,99.55,132.15,77.3,23.99,3.46,72.74,8.43,44.53,11.64,Unhealthy
Berlin,2023-11-09,84.98,118.2,73.09,24.84,3.85,85.58,13.11,46.89,10.12,Moderate
Berlin,2023-11-10,70.41,104.25,68.87,25.69,4.24,98.41,17.79,49.25,8.61,Moderate
Berlin,2023-11-11,55.84,90.3,64.66,26.54,4.64,111.24,22.48,51.61,7.09,Good
Berlin,2023-11-12,31.75,145.77,89.48,24.94,0.14,25.63,8.43,83.12,9.19,Good
Berlin,2023-11-13,63.39,46.78,72.78,29.2,5.02,100.34,5.8,55.65,12.62,Good
Berlin,2023-11-14,87.94,110.57,18.24,34.04,4.6,78.0,1.0,20.5,14.2,Moderate
Berlin,2023-11-15,23.71,77.89,76.44,25.96,4.46,137.34,17.39,76.4,14.68,Good
Berlin,2023-11-16,50.22,40.74,54.38,33.06,5.7,133.34,11.85,41.63,18.43,Good
Berlin,2023-11-17,88.69,106.66,73.66,28.4,4.47,109.93,13.81,55.7,9.39,Moderate
Berlin,2023-11-18,111.16,150.04,32.04,40.43,8.24,37.62,16.2,58.22,15.15,Unhealthy
Berlin,2023-11-19,109.16,57.8,62.64,17.14,7.4,135.34,9.56,66.06,6.64,Unhealthy
Berlin,2023-11-20,86.55,57.21,10.46,45.88,5.23,66.01,18.11,37.03,12.09,Moderate
Berlin,2023-11-21,141.59,176.33,84.38,39.38,1.96,169.19,7.3,11.72,16.31,Unhealthy
Berlin,2023-11-22,123.31,160.37,66.86,26.57,3.25,155.82,13.15,44.25,9.82,Unhealthy
Berlin,2023-11-23,105.02,144.41,49.34,13.76,4.54,142.46,19.01,76.78,3.34,Unhealthy
Berlin,2023-11-24,67.46,152.18,72.78,16.67,4.03,123.64,20.6,62.57,9.68,Moderate
Berlin,2023-11-25,29.9,159.95,96.21,19.58,3.51,104.82,22.2,48.37,16.01,Good
Berlin,2023-11-26,103.02,42.41,43.6,37.89,3.19,74.7,16.39,36.94,10.94,Unhealthy
Berlin,2023-11-27,64.37,197.05,37.28,27.58,4.48,37.65,-8.52,13.18,8.98,Good
Berlin,2023-11-28,12.7,61.04,86.76,28.89,5.94,105.12,35.39,54.25,8.0,Good
Berlin,2023-11-29,16.37,102.61,72.58,28.28,6.49,90.71,24.01,56.18,8.3,Good
Berlin,2023-11-30,20.04,144.18,58.4,27.66,7.04,76.31,12.63,58.11,8.61,Good
Berlin,2023-12-01,23.7,185.74,44.22,27.04,7.6,61.91,1.25,60.04,8.92,Good
Berlin,2023-12-02,56.03,162.95,87.72,19.76,5.78,28.75,12.45,22.5,12.66,Good
Berlin,2023-12-03,55.85,126.1,77.59,25.88,5.05,62.44,16.56,40.78,10.58,Good
Berlin,2023-12-04,55.68,89.25,67.47,32.0,4.32,96.14,20.66,59.06,8.49,Good
Berlin,2023-12-05,56.72,135.96,36.32,14.91,5.17,101.02,3.14,61.89,10.88,Good
Berlin,2023-12-06,146.54,56.81,79.02,4.75,4.16,72.4,30.62,24.24,2.7,Unhealthy
Berlin,2023-12-07,47.52,35.29,41.78,46.56,0.72,106.31,24.83,66.67,18.52,Good
Berlin,2023-12-08,90.3,113.16,98.72,36.64,4.41,69.04,38.83,54.3,16.39,Moderate
Berlin,2023-12-09,72.97,78.86,37.01,24.89,6.63,79.11,23.4,55.98,10.8,Moderate
Berlin,2023-12-10,115.62,73.84,78.03,9.24,4.12,84.81,19.43,43.19,13.35,Unhealthy
Berlin,2023-12-11,40.33,106.56,69.17,20.58,2.42,46.21,23.6,49.12,8.74,Good
Berlin,2023-12-12,25.99,116.77,60.54,15.82,3.8,56.54,8.58,49.42,13.23,Good
Berlin,2023-12-13,11.66,126.97,51.9,11.05,5.17,66.86,-6.44,49.72,17.73,Good
Berlin,2023-12-14,14.68,163.23,41.42,27.83,4.66,100.55,10.73,32.25,18.34,Good
Berlin,2023-12-15,17.7,199.49,30.94,44.62,4.15,134.24,27.9,14.78,18.94,Good
Berlin,2023-12-16,44.43,151.87,40.35,32.48,4.49,141.43,22.19,23.67,17.84,Good
Berlin,2023-12-17,71.16,104.26,49.76,20.34,4.82,148.61,16.49,32.56,16.75,Moderate
Berlin,2023-12-18,81.53,166.79,15.26,44.3,9.57,191.76,6.5,17.12,4.67,Moderate
Berlin,2023-12-19,77.46,97.98,30.8,43.94,5.32,157.36,13.88,17.7,4.37,Moderate
Berlin,2023-12-20,73.4,29.17,46.33,43.57,1.07,122.96,21.25,18.29,4.07,Moderate
Berlin,2023-12-21,42.78,69.72,6.27,47.48,0.65,10.09,26.9,58.31,2.74,Good
Berlin,2023-12-22,105.8,162.42,42.7,11.02,4.38,73.44,19.07,71.81,11.46,Unhealthy
Berlin,2023-12-23,88.12,114.78,56.75,24.7,6.98,102.02,17.35,40.1,3.41,Moderate
Berlin,2023-12-24,48.22,117.55,82.18,23.62,2.67,96.06,24.17,52.68,17.86,Good
Berlin,2023-12-25,104.14,162.55,46.98,17.82,5.06,28.68,5.1,38.49,12.87,Unhealthy
Berlin,2023-12-26,75.78,95.94,36.07,9.09,2.82,193.51,5.03,17.23,10.35,Moderate
Berlin,2023-12-27,108.16,114.6,49.3,18.83,5.51,145.36,7.6,74.61,13.45,Unhealthy
Berlin,2023-12-28,53.8,155.12,74.16,28.86,1.36,30.48,9.23,49.79,6.31,Good
Cairo,2023-01-01,81.91,97.9,36.74,34.17,3.88,105.7,2.16,68.76,15.78,Moderate
Cairo,2023-01-02,120.32,116.92,31.76,15.77,5.46,63.58,12.84,47.95,6.6,Unhealthy
Cairo,2023-01-03,69.04,96.47,65.11,23.32,7.39,112.78,1.03,75.19,11.2,Moderate
Cairo,2023-01-04,102.83,136.94,25.7,22.64,1.25,22.37,5.2,37.08,14.71,Unhealthy
Cairo,2023-01-05,67.06,93.92,32.13,16.56,5.19,159.88,-3.71,33.28,1.85,Moderate
Cairo,2023-01-06,117.41,133.44,21.65,15.62,6.54,100.78,32.12,53.91,17.54,Unhealthy
Cairo,2023-01-07,91.03,18.82,19.47,10.75,3.51,26.86,-4.5,92.99,5.69,Moderate
Cairo,2023-01-08,83.34,71.19,64.78,21.96,3.23,138.09,29.94,80.42,10.51,Moderate
Cairo,2023-01-09,44.3,121.02,25.89,29.79,8.54,42.41,1.07,39.43,19.75,Good
Cairo,2023-01-10,36.36,129.18,21.6,26.68,5.34,59.27,11.83,34.29,14.02,Good
Cairo,2023-01-11,28.43,137.35,17.31,23.57,2.14,76.12,22.59,29.15,8.28,Good
Cairo,2023-01-12,52.7,120.34,31.09,18.71,2.68,101.56,27.45,52.2,9.12,Good
Cairo,2023-01-13,76.97,103.33,44.88,13.85,3.22,127.0,32.32,75.24,9.96,Moderate
Cairo,2023-01-14,19.76,114.59,53.43,33.12,1.14,77.71,6.02,36.36,3.68,Good
Cairo,2023-01-15,89.99,69.71,88.77,13.43,3.92,93.33,12.39,53.15,7.04,Moderate
Cairo,2023-01-16,83.74,74.85,89.66,17.78,5.1,76.97,19.12,57.1,6.67,Moderate
Cairo,2023-01-17,77.48,79.98,90.56,22.12,6.29,60.6,25.85,61.06,6.31,Moderate
Cairo,2023-01-18,71.23,85.12,91.45,26.47,7.47,44.24,32.58,65.01,5.94,Moderate
Cairo,2023-01-19,104.02,98.09,67.96,36.29,7.66,110.5,27.16,46.6,4.07,Unhealthy
Cairo,2023-01-20,136.8,111.06,44.48,46.11,7.85,176.75,21.74,28.18,2.19,Unhealthy
Cairo,2023-01-21,107.72,88.94,25.64,41.84,6.78,60.12,12.55,17.66,18.11,Unhealthy
Cairo,2023-01-22,121.28,76.07,46.54,16.82,7.22,103.82,17.3,51.64,6.26,Unhealthy
Cairo,2023-01-23,111.28,49.83,48.19,15.61,4.65,92.97,19.38,39.6,14.58,Unhealthy
Cairo,2023-01-24,61.82,132.64,13.6,41.18,5.34,175.7,13.26,78.38,3.54,Good
Cairo,2023-01-25,53.96,82.9,18.97,36.3,5.22,140.92,15.73,60.9,8.05,Good
Cairo,2023-01-26,46.1,33.16,24.35,31.44,5.1,106.13,18.2,43.42,12.55,Good
Cairo,2023-01-27,59.06,54.25,41.78,33.51,5.48,79.92,17.39,45.86,10.1,Good
Cairo,2023-01-28,72.01,75.33,59.21,35.58,5.86,53.71,16.59,48.32,7.65,Moderate
Cairo,2023-01-29,77.98,88.31,61.2,33.54,5.07,66.07,15.15,49.98,8.55,Moderate
Cairo,2023-01-30,83.95,101.3,63.18,31.5,4.28,78.44,13.72,51.64,9.46,Moderate
Cairo,2023-01-31,89.91,114.28,65.17,29.46,3.48,90.8,12.28,53.3,10.37,Moderate
Cairo,2023-02-01,95.88,127.26,67.16,27.42,2.69,103.17,10.84,54.96,11.27,Moderate
Cairo,2023-02-02,144.25,83.64,85.52,5.29,2.49,30.58,31.82,90.57,6.95,Unhealthy
Cairo,2023-02-03,143.63,50.99,63.38,3.24,0.17,42.17,19.21,76.29,19.36,Unhealthy
Cairo,2023-02-04,33.36,22.58,29.7,20.55,7.8,181.23,4.1,17.64,17.7,Good
Cairo,2023-02-05,101.36,128.18,10.11,20.07,2.92,89.32,23.84,29.78,11.73,Unhealthy
Cairo,2023-02-06,69.0,101.7,64.9,27.72,5.12,133.23,-4.19,69.28,5.41,Moderate
Cairo,2023-02-07,71.87,168.32,68.37,19.98,2.9,38.2,-8.6,65.37,7.59,Moderate
Cairo,2023-02-08,31.58,79.3,15.54,22.62,4.68,167.75,15.48,79.48,5.88,Good
Cairo,2023-02-09,76.16,67.56,51.12,35.8,3.59,96.36,4.27,83.48,5.78,Moderate
Cairo,2023-02-10,120.73,55.83,86.7,48.98,2.5,24.98,-6.94,87.47,5.67,Unhealthy
Cairo,2023-02-11,47.66,165.19,55.78,25.62,8.2,65.38,23.04,49.78,14.24,Good
Cairo,2023-02-12,25.19,44.32,23.38,34.74,7.94,48.76,9.38,56.44,13.61,Good
Cairo,2023-02-13,29.6,43.13,26.21,35.03,8.25,76.0,0.63,49.92,14.94,Good
Cairo,2023-02-14,34.02,41.94,29.04,35.32,8.56,103.24,-8.11,43.41,16.26,Good
Cairo,2023-02-15,60.76,50.67,52.17,20.59,6.0,182.32,-4.26,21.78,7.37,Good
Cairo,2023-02-16,87.75,137.67,29.12,41.63,6.0,100.75,4.79,23.74,16.09,Moderate
Cairo,2023-02-17,56.02,108.83,55.05,33.83,6.45,119.3,16.44,48.52,12.32,Good
Cairo,2023-02-18,24.28,80.0,80.99,26.04,6.9,137.85,28.08,73.3,8.55,Good
Cairo,2023-02-19,88.86,60.22,22.86,33.47,2.64,74.18,9.66,26.03,0.57,Moderate
Cairo,2023-02-20,77.38,52.69,33.87,18.91,4.11,70.28,-0.99,55.47,3.35,Moderate
Cairo,2023-02-21,109.9,127.93,44.53,38.49,3.75,111.47,12.87,70.79,9.35,Unhealthy
Cairo,2023-02-22,94.8,101.93,34.43,29.51,2.85,124.16,18.16,62.75,11.44,Moderate
Cairo,2023-02-23,79.69,75.93,24.32,20.53,1.95,136.85,23.46,54.7,13.52,Moderate
Cairo,2023-02-24,64.59,49.93,14.22,11.55,1.05,149.54,28.75,46.65,15.61,Good
Cairo,2023-02-25,103.78,68.83,57.18,23.22,4.28,112.46,1.1,36.48,17.79,Unhealthy
Cairo,2023-02-26,43.68,195.95,65.29,8.35,5.8,111.05,23.95,74.6,14.99,Good
Cairo,2023-02-27,71.29,134.4,57.99,16.03,5.05,107.06,18.7,54.14,10.84,Moderate
Cairo,2023-02-28,98.91,72.85,50.69,23.71,4.3,103.07,13.45,33.68,6.7,Moderate
Cairo,2023-03-01,136.44,131.74,8.1,13.38,7.75,170.49,26.62,80.55,12.78,Unhealthy
Cairo,2023-03-02,65.9,127.0,41.34,30.79,4.73,162.08,23.8,68.96,12.24,Good
Cairo,2023-03-03,131.07,16.59,22.43,40.87,8.71,156.45,38.01,50.75,3.24,Unhealthy
Cairo,2023-03-04,81.79,149.55,63.39,24.04,5.85,90.0,19.28,74.99,16.71,Moderate
Cairo,2023-03-05,120.26,74.79,33.45,26.7,9.19,193.49,-4.43,10.59,7.11,Unhealthy
Cairo,2023-03-06,73.99,91.54,9.22,32.39,6.9,45.63,24.12,46.02,14.0,Moderate
Cairo,2023-03-07,52.16,100.92,18.24,36.07,5.88,76.52,17.88,42.42,14.64,Good
Cairo,2023-03-08,30.33,110.3,27.26,39.74,4.86,107.42,11.64,38.82,15.28,Good
Cairo,2023-03-09,8.5,119.68,36.28,43.42,3.84,138.32,5.4,35.22,15.92,Good
Cairo,2023-03-10,75.77,61.21,38.82,22.04,3.99,35.75,7.16,56.74,7.81,Moderate
Cairo,2023-03-11,69.22,112.4,64.7,28.42,3.2,105.76,0.38,53.19,14.29,Moderate
Cairo,2023-03-12,54.34,103.19,43.1,30.9,7.6,110.83,21.68,47.56,6.52,Good
