City,Country,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,AQI_Category
Johannesburg,South Africa,2023-01-02,33.185,87.555,65.89500000000001,4.32,6.07,159.985,26.17,48.96,10.71,Moderate
Johannesburg,South Africa,2023-01-03,48.7425,118.06416666666668,53.78583333333334,8.078333333333333,6.626666666666667,144.45583333333332,19.14166666666667,53.66666666666666,9.966666666666669,Unhealthy
Johannesburg,South Africa,2023-01-04,64.3,148.57333333333335,41.67666666666667,11.836666666666666,7.183333333333334,128.92666666666665,12.113333333333337,58.373333333333335,9.223333333333334,Unhealthy
Johannesburg,South Africa,2023-01-05,112.81,76.32,76.87,27.17,7.98,117.62,36.77,83.32,1.55,Unhealthy
Johannesburg,South Africa,2023-01-06,108.2,147.63,15.7,22.58,2.13,39.84,-7.22,46.99,13.63,Unhealthy
Johannesburg,South Africa,2023-01-07,40.345,39.215,63.69499999999999,29.34,5.32,45.85,10.17,28.91,9.28,Unhealthy
Johannesburg,South Africa,2023-01-08,79.41,21.68,33.56,1.06,1.87,98.63,6.64,13.88,14.7,Unhealthy
Johannesburg,South Africa,2023-01-09,42.61,193.53,99.73,47.88,2.91,131.88,27.18,23.14,3.33,Unhealthy
Johannesburg,South Africa,2023-01-10,42.325,138.12,54.45,27.91,4.5,95.465,16.275,50.37,6.455,Unhealthy
Johannesburg,South Africa,2023-01-11,42.04,82.71,9.17,7.94,6.09,59.05,5.37,77.6,9.58,Unhealthy
Johannesburg,South Africa,2023-01-12,77.02,153.13,51.32,49.13,4.44,45.52,-9.46,12.03,11.54,Unhealthy
Johannesburg,South Africa,2023-01-13,87.31,24.7,19.59,36.34,4.12,164.3,4.73,64.99,14.23,Unhealthy
Johannesburg,South Africa,2023-01-14,56.6,21.73,39.94,37.37,8.53,103.96,8.45,71.04,4.84,Unhealthy
Johannesburg,South Africa,2023-01-15,49.303333333333335,51.74166666666666,49.515,33.06666666666666,6.121666666666666,108.86,9.148333333333332,52.315,6.578333333333333,Unhealthy
Johannesburg,South Africa,2023-01-16,42.00666666666667,81.75333333333333,59.09,28.76333333333333,3.713333333333333,113.76,9.846666666666666,33.59,8.316666666666666,Unhealthy
Johannesburg,South Africa,2023-01-17,75.0975,115.2075,31.25,30.1475,5.0425,117.815,15.89,54.4225,9.7025,Unhealthy
Johannesburg,South Africa,2023-01-18,118.04,143.05,6.67,19.29,6.63,27.21,37.15,34.59,2.73,Unhealthy
Johannesburg,South Africa,2023-01-19,78.42,114.25,58.9,48.52,5.715,73.395,8.775,56.87,14.145,Unhealthy
Johannesburg,South Africa,2023-01-20,67.7,139.2,28.43,38.1,6.03,110.17,6.31,64.54,10.26,Unhealthy
Johannesburg,South Africa,2023-01-21,87.265,90.3175,45.325,19.2025,5.0575,81.9,12.2675,45.32,8.055,Unhealthy
Johannesburg,South Africa,2023-01-22,113.69666666666666,103.98666666666666,71.95,43.67,5.126666666666666,130.90666666666667,15.603333333333332,62.37,11.943333333333332,Unhealthy
Johannesburg,South Africa,2023-01-23,86.12083333333334,107.02833333333334,75.9975,32.9075,6.360833333333334,120.74833333333332,13.356666666666666,49.2225,9.661666666666669,Unhealthy
Johannesburg,South Africa,2023-01-24,58.545,110.07,80.045,22.145,7.595000000000001,110.59,11.11,36.075,7.380000000000001,Unhealthy
Johannesburg,South Africa,2023-01-25,120.18,132.19333333333333,36.13999999999999,19.17,3.603333333333333,160.71666666666667,24.933333333333334,88.28666666666668,11.873333333333337,Unhealthy
Johannesburg,South Africa,2023-01-26,121.48,45.32,47.115,7.16,4.545,43.82,-3.66,60.735,6.1,Unhealthy
Johannesburg,South Africa,2023-01-27,64.77,88.82,33.01,34.8,6.63,89.76,-7.93,85.24,0.75,Unhealthy
Johannesburg,South Africa,2023-01-28,113.215,98.475,34.26,27.415,4.575,83.93,15.665,44.99,11.215,Unhealthy
Johannesburg,South Africa,2023-01-29,94.54125,95.9975,38.745,26.8125,4.84625,100.17,16.8175,43.81,11.045,Unhealthy
Johannesburg,South Africa,2023-01-30,75.8675,93.52,43.23,26.21,5.1175,116.41,17.97,42.63,10.875,Unhealthy
Johannesburg,South Africa,2023-01-31,57.19375,91.0425,47.715,25.6075,5.38875,132.64999999999998,19.1225,41.45,10.705,Unhealthy
Johannesburg,South Africa,2023-02-01,38.52,88.565,52.2,25.005000000000003,5.66,148.89,20.275,40.27,10.535,Unhealthy
Johannesburg,South Africa,2023-02-02,19.405,154.67000000000002,48.24,2.22,4.43,146.87,15.795,86.60499999999999,14.13,Moderate
Johannesburg,South Africa,2023-02-03,54.88583333333334,139.58,44.35833333333333,15.700000000000005,5.066666666666666,125.605,13.4425,65.33416666666666,12.598333333333333,Unhealthy
Johannesburg,South Africa,2023-02-04,90.36666666666667,124.49,40.47666666666667,29.180000000000003,5.703333333333333,104.34,11.089999999999998,44.06333333333333,11.066666666666668,Unhealthy
Johannesburg,South Africa,2023-02-05,58.51,99.18,61.56333333333333,22.71,4.13,103.33,2.3433333333333333,43.14333333333334,8.959999999999999,Unhealthy
Johannesburg,South Africa,2023-02-06,125.54,131.82,24.82,7.8,3.37,175.54,9.34,83.53,13.04,Unhealthy
Johannesburg,South Africa,2023-02-07,135.01,34.32,29.23,31.59,7.44,196.54,2.23,11.94,15.19,Unhealthy
Johannesburg,South Africa,2023-02-08,28.94,98.715,85.14,30.495,6.095000000000001,23.285,10.16,71.255,17.95,Moderate
Johannesburg,South Africa,2023-02-09,109.23,61.075,56.685,27.41,5.705,83.81,8.86,50.48,11.05,Unhealthy
Johannesburg,South Africa,2023-02-10,99.04666666666668,29.016666666666666,59.66,26.896666666666665,3.206666666666667,43.91333333333333,11.95,49.28,9.216666666666669,Unhealthy
Johannesburg,South Africa,2023-02-11,71.90333333333334,94.01833333333332,78.53,17.28333333333333,5.783333333333333,59.27666666666667,18.05,30.285,7.948333333333333,Unhealthy
Johannesburg,South Africa,2023-02-12,44.76,159.02,97.4,7.67,8.36,74.64,24.15,11.29,6.68,Unhealthy
Johannesburg,South Africa,2023-02-13,102.93,138.95000000000002,52.16,27.56,4.3566666666666665,78.88666666666667,17.849999999999998,61.92333333333334,5.04,Unhealthy
Johannesburg,South Africa,2023-02-14,53.165,142.725,35.76,26.57,3.825,166.8,17.05,68.65,10.405,Unhealthy
Johannesburg,South Africa,2023-02-15,135.44,32.8,57.63,4.06,0.17,66.16,-3.79,25.4,19.29,Unhealthy
Johannesburg,South Africa,2023-02-16,76.255,89.0,18.95,35.525000000000006,2.925,101.965,30.41,74.42,5.130000000000001,Unhealthy
Johannesburg,South Africa,2023-02-17,103.475,113.9875,43.475,27.562500000000004,3.9325,105.99,18.535,67.6225,8.8675,Unhealthy
Johannesburg,South Africa,2023-02-18,130.695,138.975,68.0,19.6,4.94,110.015,6.66,60.825,12.605,Unhealthy
Johannesburg,South Africa,2023-02-19,95.57666666666668,91.62,22.926666666666662,32.1,5.716666666666666,133.25,15.726666666666668,51.28,12.013333333333334,Unhealthy
Johannesburg,South Africa,2023-02-20,37.94,43.11,53.15,41.55,5.14,139.51,11.95,74.29,13.92,Unhealthy
Johannesburg,South Africa,2023-02-21,138.755,84.28999999999999,24.32,27.87,5.5,101.495,5.484999999999999,72.35,4.935,Unhealthy
Johannesburg,South Africa,2023-02-22,21.28,15.5,46.81,29.78,7.71,10.05,39.62,94.81,12.02,Moderate
Johannesburg,South Africa,2023-02-23,71.77,121.98,65.38,5.14,2.02,157.32,6.53,83.12,5.62,Unhealthy
Johannesburg,South Africa,2023-02-24,76.445,50.165,44.23,32.599999999999994,7.265000000000001,135.215,19.83,42.17,14.0,Unhealthy
Johannesburg,South Africa,2023-02-25,77.26333333333334,58.505,53.99999999999999,28.19,5.826666666666667,127.28833333333334,18.348333333333333,47.13333333333333,13.148333333333332,Unhealthy
Johannesburg,South Africa,2023-02-26,78.08166666666666,66.845,63.77,23.78,4.388333333333334,119.36166666666666,16.866666666666667,52.09666666666667,12.296666666666669,Unhealthy
Johannesburg,South Africa,2023-02-27,78.9,75.185,73.53999999999999,19.37,2.95,111.435,15.385000000000002,57.06,11.445,Unhealthy
Johannesburg,South Africa,2023-02-28,81.9675,115.065,76.96,30.817500000000003,3.71,132.085,17.095,46.955,9.0775,Unhealthy
Johannesburg,South Africa,2023-03-01,85.035,154.945,80.38,42.265,4.47,152.735,18.805,36.85,6.71,Unhealthy
Johannesburg,South Africa,2023-03-02,59.85,121.985,57.145,22.065,4.135,50.05,-0.5549999999999997,42.9,17.2,Unhealthy
Johannesburg,South Africa,2023-03-03,89.35,164.16,77.645,30.825,8.585,53.07,16.88,22.625,10.364999999999998,Unhealthy
Johannesburg,South Africa,2023-03-04,89.345,101.83,56.9,20.865,6.220000000000001,147.27749999999995,12.995,67.28999999999999,9.3825,Unhealthy
Johannesburg,South Africa,2023-03-05,87.7825,81.6,68.9,17.5225,3.4000000000000004,135.93374999999995,13.4775,49.56999999999999,6.5512500000000005,Unhealthy
Johannesburg,South Africa,2023-03-06,86.22,61.37,80.9,14.18,0.58,124.59,13.96,31.85,3.72,Unhealthy
Johannesburg,South Africa,2023-03-07,81.855,98.53,63.295,17.380000000000003,4.885,137.51,16.445,57.135,14.82,Unhealthy
Johannesburg,South Africa,2023-03-08,48.385,42.025,94.245,30.815,3.01,113.525,22.335,27.085,4.14,Unhealthy
Johannesburg,South Africa,2023-03-09,67.21,56.23,52.8525,27.21,7.435,106.6725,10.8025,60.265,11.0425,Unhealthy
Johannesburg,South Africa,2023-03-10,105.44,98.35,35.66,45.93,2.63,68.25,11.29,80.75,6.46,Unhealthy
Johannesburg,South Africa,2023-03-11,120.925,100.4625,56.05,32.3425,5.369999999999999,67.9625,19.06,60.5975,6.047499999999999,Unhealthy
Johannesburg,South Africa,2023-03-12,136.41,102.575,76.44,18.755000000000003,8.11,67.675,26.83,40.445,5.635,Unhealthy
Johannesburg,South Africa,2023-03-13,13.0,99.79,64.21,7.12,8.73,78.56,26.11,77.93,5.22,Moderate
Johannesburg,South Africa,2023-03-14,115.845,155.105,70.13,4.775,3.64,68.93,18.945,65.89999999999999,7.03,Unhealthy
Johannesburg,South Africa,2023-03-15,62.49,96.54,25.1,2.58,4.25,74.76,-1.14,39.35,18.97,Unhealthy
Johannesburg,South Africa,2023-03-16,144.07,73.45,31.24,5.94,8.08,193.67,26.87,72.17,5.32,Unhealthy
Johannesburg,South Africa,2023-03-17,91.405,47.95,46.325,30.635,5.135,131.3,22.665,27.06,4.65,Unhealthy
Johannesburg,South Africa,2023-03-18,75.9275,43.30499999999999,61.0975,29.4725,3.6075,114.6325,19.89,34.725,6.955,Unhealthy
Johannesburg,South Africa,2023-03-19,60.45,38.66,75.87,28.31,2.08,97.965,17.115000000000002,42.39,9.26,Unhealthy
Johannesburg,South Africa,2023-03-20,66.853,68.699,54.164,28.151,2.926,83.96950000000001,21.0205,42.588,11.146,Unhealthy
Johannesburg,South Africa,2023-03-21,73.256,98.738,32.458,27.992,3.772,69.974,24.926,42.786,13.032,Unhealthy
Johannesburg,South Africa,2023-03-22,68.21,179.5,31.66,26.82,8.47,83.2,5.67,40.9,1.03,Unhealthy
Johannesburg,South Africa,2023-03-23,65.97999999999999,84.395,25.46,22.805,7.595000000000001,115.76,12.93,69.15,4.79,Unhealthy
Johannesburg,South Africa,2023-03-24,72.38999999999999,117.495,46.92,23.69375,5.26,120.09125,8.25875,67.53375,4.80125,Unhealthy
Johannesburg,South Africa,2023-03-25,78.8,150.595,68.38,24.5825,2.925,124.4225,3.5874999999999995,65.9175,4.8125,Unhealthy
Johannesburg,South Africa,2023-03-26,63.69,62.855,38.2,32.615,6.625,117.445,15.760000000000002,78.19999999999999,5.115,Unhealthy
Johannesburg,South Africa,2023-03-27,27.99,50.28,48.94,41.2,7.97,146.29,-1.78,38.48,2.19,Moderate
Johannesburg,South Africa,2023-03-28,36.454,44.556,42.744,33.858000000000004,7.47,137.494,5.978,44.144,2.404,Unhealthy
Johannesburg,South Africa,2023-03-29,44.918000000000006,38.832,36.548,26.516,6.97,128.698,13.736,49.80799999999999,2.618,Unhealthy
Johannesburg,South Africa,2023-03-30,53.382000000000005,33.108000000000004,30.352,19.174,6.47,119.902,21.494,55.472,2.832,Unhealthy
Johannesburg,South Africa,2023-03-31,61.846,27.384,24.156,11.832,5.97,111.106,29.252,61.136,3.046,Unhealthy
Johannesburg,South Africa,2023-04-01,70.31,21.66,17.96,4.49,5.47,102.31,37.01,66.8,3.26,Unhealthy
Johannesburg,South Africa,2023-04-02,72.94666666666667,124.61333333333332,45.953333333333326,29.76333333333333,5.420000000000001,59.07333333333333,25.75333333333333,71.94333333333334,2.2166666666666663,Unhealthy
Johannesburg,South Africa,2023-04-03,81.68,155.805,12.17,19.365,1.605,108.13,28.45,58.325,10.3,Unhealthy
Johannesburg,South Africa,2023-04-04,66.04,95.0125,52.965,32.4825,2.5525,110.635,30.23,53.7775,14.715,Unhealthy
Johannesburg,South Africa,2023-04-05,50.4,34.22,93.76,45.6,3.5,113.14,32.01,49.23,19.13,Unhealthy
Johannesburg,South Africa,2023-04-06,95.96,130.8075,16.877499999999998,26.4,5.765000000000001,121.235,18.1925,63.05,8.35,Unhealthy
Johannesburg,South Africa,2023-04-07,90.59333333333336,96.08666666666666,76.96333333333334,18.656666666666663,6.636666666666667,120.67333333333332,25.013333333333332,37.553333333333335,8.386666666666667,Unhealthy
Johannesburg,South Africa,2023-04-08,89.21000000000001,99.595,60.97,26.375,6.244999999999999,132.27499999999998,-2.51,54.57,6.285,Unhealthy
Johannesburg,South Africa,2023-04-09,84.685,102.4225,70.825,20.94,4.217499999999999,145.76749999999998,3.2575000000000003,53.77,9.8325,Unhealthy
Johannesburg,South Africa,2023-04-10,80.16,105.25,80.68,15.505,2.19,159.26,9.025,52.97,13.38,Unhealthy
Johannesburg,South Africa,2023-04-11,121.32,122.44,85.46000000000001,18.945,5.15,143.64,-2.685,56.335,13.66,Unhealthy
Johannesburg,South Africa,2023-04-12,123.97,77.56,69.97,14.25,8.97,76.05,0.1,82.92,19.62,Unhealthy
Johannesburg,South Africa,2023-04-13,97.68,82.07,64.155,21.2225,7.525,50.3175,1.895,72.6325,16.29,Unhealthy
Johannesburg,South Africa,2023-04-14,71.39,86.58,58.34,28.195,6.08,24.585,3.69,62.345,12.96,Unhealthy
Johannesburg,South Africa,2023-04-15,92.38,175.0,80.25,28.85,6.845000000000001,23.03,23.975,35.035,9.01,Unhealthy
Johannesburg,South Africa,2023-04-16,125.2,55.15,83.95,6.52,0.87,123.4,17.45,68.39,1.49,Unhealthy
Johannesburg,South Africa,2023-04-17,73.31666666666666,134.89333333333337,36.39333333333334,22.26333333333333,2.8633333333333333,134.52333333333334,11.573333333333332,55.38999999999999,11.44,Unhealthy
Johannesburg,South Africa,2023-04-18,14.835,103.535,72.62,14.89,7.515,90.355,1.905,26.31,8.774999999999999,Moderate
Johannesburg,South Africa,2023-04-19,78.985,135.8025,56.095,27.77,7.7175,164.685,19.985,63.015,8.45,Unhealthy
Johannesburg,South Africa,2023-04-20,80.84333333333333,98.28000000000002,43.333333333333336,21.72666666666667,2.94,153.38,10.773333333333332,54.38,12.986666666666666,Unhealthy
Johannesburg,South Africa,2023-04-21,54.26666666666667,107.91333333333334,43.443333333333335,35.06333333333333,6.186666666666667,80.83666666666667,10.253333333333334,60.39666666666667,12.796666666666669,Unhealthy
Johannesburg,South Africa,2023-04-22,102.01,123.9,6.18,26.34,7.06,140.91,10.27,61.03,2.41,Unhealthy
Johannesburg,South Africa,2023-04-23,59.14,73.74,29.02,13.04,6.875,92.59,-5.085,19.43,17.675,Unhealthy
Johannesburg,South Africa,2023-04-24,110.77,76.98,23.33,7.17,1.15,82.38,-5.53,17.59,6.36,Unhealthy
Johannesburg,South Africa,2023-04-25,11.66,11.15,56.83,27.02,7.19,104.78,14.51,73.2,13.66,Good
Johannesburg,South Africa,2023-04-26,58.995000000000005,95.335,46.28,36.095,6.18,141.155,19.095,75.92,7.17,Unhealthy
Johannesburg,South Africa,2023-04-27,106.33,179.52,35.73,45.17,5.17,177.53,23.68,78.64,0.68,Unhealthy
Johannesburg,South Africa,2023-04-28,74.815,131.98000000000002,49.105,23.605,2.525,136.755,23.31,82.035,18.815,Unhealthy
Johannesburg,South Africa,2023-04-29,61.31166666666667,104.69833333333334,58.07333333333333,20.546666666666667,3.2333333333333334,137.8,19.956666666666667,70.58666666666666,15.013333333333332,Unhealthy
Johannesburg,South Africa,2023-04-30,47.80833333333334,77.41666666666666,67.04166666666666,17.488333333333333,3.941666666666667,138.845,16.60333333333333,59.138333333333335,11.211666666666666,Unhealthy
Johannesburg,South Africa,2023-05-01,34.305,50.135,76.00999999999999,14.43,4.65,139.89,13.25,47.69,7.41,Moderate
Johannesburg,South Africa,2023-05-02,106.55,184.22,50.97,4.93,7.34,190.81,29.2,15.06,8.32,Unhealthy
Johannesburg,South Africa,2023-05-03,101.89666666666666,143.63333333333333,44.80666666666667,37.74,7.093333333333334,107.8,8.9,71.41333333333334,9.476666666666668,Unhealthy
Johannesburg,South Africa,2023-05-04,67.31666666666666,156.1266666666667,47.97,19.576666666666668,3.323333333333333,130.07000000000002,22.043333333333333,49.22,6.883333333333334,Unhealthy
Johannesburg,South Africa,2023-05-05,56.998333333333335,112.21,63.486666666666665,33.68833333333333,4.1466666666666665,129.92666666666668,15.861666666666666,56.88333333333333,11.953333333333331,Unhealthy
Johannesburg,South Africa,2023-05-06,46.68,68.29333333333334,79.00333333333333,47.8,4.97,129.78333333333333,9.68,64.54666666666667,17.023333333333333,Unhealthy
Johannesburg,South Africa,2023-05-07,116.07,185.83,46.08,1.89,9.95,128.22,16.69,69.43,16.09,Unhealthy
Johannesburg,South Africa,2023-05-08,78.13,142.6725,38.1475,11.305,9.2625,70.0875,15.615000000000002,56.4525,13.43,Unhealthy
Johannesburg,South Africa,2023-05-09,40.19,99.515,30.215,20.72,8.575,11.955,14.54,43.475,10.77,Unhealthy
Johannesburg,South Africa,2023-05-10,38.975,83.655,62.575,10.815,1.08,153.115,7.665,29.29,3.4250000000000003,Unhealthy
Johannesburg,South Africa,2023-05-11,40.09,164.82,34.4,13.2,5.74,53.7,2.18,37.52,12.09,Unhealthy
Johannesburg,South Africa,2023-05-12,94.7,110.66,84.2,11.46,9.65,174.59,9.78,96.63,2.21,Unhealthy
Johannesburg,South Africa,2023-05-13,98.11,150.26,82.13,10.52,2.49,60.19,29.25,94.43,8.72,Unhealthy
Johannesburg,South Africa,2023-05-14,57.655,79.455,27.16,8.405000000000001,4.0,84.025,28.695,53.935,14.09,Unhealthy
Johannesburg,South Africa,2023-05-15,97.13333333333333,93.70666666666666,16.366666666666664,36.67,4.733333333333333,74.01333333333334,1.4233333333333331,61.34333333333333,7.323333333333333,Unhealthy
Johannesburg,South Africa,2023-05-16,120.475,81.75,60.735,15.92,9.11,122.54500000000002,13.605,43.34,15.695,Unhealthy
Johannesburg,South Africa,2023-05-17,72.05666666666667,121.84666666666664,59.73,27.776666666666667,4.366666666666666,99.42333333333332,16.95,42.36333333333334,8.446666666666665,Unhealthy
Johannesburg,South Africa,2023-05-18,84.755,49.675,55.76,18.555,3.16,155.075,36.545,71.805,17.450000000000003,Unhealthy
Johannesburg,South Africa,2023-05-19,9.13,41.23,90.33,31.78,3.89,126.95,8.89,91.46,11.57,Good
Johannesburg,South Africa,2023-05-20,148.85,100.7,17.27,4.65,2.71,93.46,31.73,70.52,14.11,Unhealthy
Johannesburg,South Africa,2023-05-21,32.12,101.82,68.08,8.63,5.78,152.54,0.56,47.17,14.53,Moderate
Johannesburg,South Africa,2023-05-22,45.315,110.05,75.47999999999999,7.35,4.205,110.56,18.645,29.485,10.885,Unhealthy
Johannesburg,South Africa,2023-05-23,58.51,118.28,82.88,6.07,2.63,68.58,36.73,11.8,7.24,Unhealthy
Johannesburg,South Africa,2023-05-24,58.38,128.61,55.075,8.95,2.305,132.015,22.57,19.725,6.77,Unhealthy
Johannesburg,South Africa,2023-05-25,58.25,138.94,27.27,11.83,1.98,195.45,8.41,27.65,6.3,Unhealthy
Johannesburg,South Africa,2023-05-26,113.96,138.15,60.245,19.845,4.85,116.195,10.965,67.015,16.615,Unhealthy
Johannesburg,South Africa,2023-05-27,108.0875,118.2875,72.9925,28.51,6.035,125.52,18.19,70.37,13.1675,Unhealthy
Johannesburg,South Africa,2023-05-28,102.215,98.425,85.74000000000001,37.175,7.22,134.845,25.415,73.725,9.72,Unhealthy
Johannesburg,South Africa,2023-05-29,82.40125,95.82625,76.45,34.14875,6.0225,108.44625,19.12625,75.57624999999999,8.2775,Unhealthy
Johannesburg,South Africa,2023-05-30,62.587500000000006,93.2275,67.16,31.1225,4.825,82.0475,12.8375,77.4275,6.835000000000001,Unhealthy
Johannesburg,South Africa,2023-05-31,42.77375000000001,90.62875,57.870000000000005,28.09625,3.6275,55.64875000000001,6.548750000000002,79.27875,5.3925,Unhealthy
Johannesburg,South Africa,2023-06-01,22.96,88.03,48.58,25.07,2.43,29.25,0.26,81.13,3.95,Moderate
Johannesburg,South Africa,2023-06-02,90.6,80.465,71.17,17.33,6.404999999999999,72.82,12.685,63.290000000000006,9.56,Unhealthy
Johannesburg,South Africa,2023-06-03,14.3,126.35,6.8,37.16,5.2,168.9,-1.15,94.96,11.67,Moderate
Johannesburg,South Africa,2023-06-04,90.185,87.095,29.685,32.69,4.51,107.525,15.705000000000002,78.795,13.9,Unhealthy
Johannesburg,South Africa,2023-06-05,61.05,192.26,61.92,47.74,4.14,186.88,21.6,91.57,19.22,Unhealthy
Johannesburg,South Africa,2023-06-06,66.13,148.01833333333332,52.406666666666666,34.78333333333333,4.346666666666667,154.135,18.175,61.67166666666666,14.336666666666666,Unhealthy
Johannesburg,South Africa,2023-06-07,71.21,103.77666666666666,42.89333333333334,21.826666666666668,4.553333333333334,121.39,14.75,31.77333333333333,9.453333333333331,Unhealthy
Johannesburg,South Africa,2023-06-08,137.81,198.01,66.11,4.58,4.5,141.93,30.33,61.36,4.96,Unhealthy
Johannesburg,South Africa,2023-06-09,58.77666666666666,102.32333333333334,47.97,23.42333333333333,6.12,88.51333333333334,12.553333333333336,54.64666666666667,13.263333333333334,Unhealthy
Johannesburg,South Africa,2023-06-10,65.37333333333333,95.98166666666668,53.725,16.416666666666664,7.800000000000001,90.75666666666666,12.456666666666669,74.24833333333333,11.891666666666666,Unhealthy
Johannesburg,South Africa,2023-06-11,71.97,89.64,59.48,9.41,9.48,93.0,12.36,93.85,10.52,Unhealthy
Johannesburg,South Africa,2023-06-12,41.77,60.89,76.07,6.91,3.5,189.86,-6.0,46.43,13.97,Unhealthy
Johannesburg,South Africa,2023-06-13,65.965,88.95500000000001,74.69999999999999,14.5725,4.52,184.5925,5.744999999999999,32.0575,13.072500000000002,Unhealthy
Johannesburg,South Africa,2023-06-14,90.16,117.02,73.33,22.235,5.54,179.325,17.49,17.685,12.175,Unhealthy
Johannesburg,South Africa,2023-06-15,35.225,42.145,33.735,25.93,7.805,91.86,17.814999999999998,59.620000000000005,10.275,Moderate
Johannesburg,South Africa,2023-06-16,56.08,183.74,41.04,8.48,1.45,30.3,30.27,59.69,15.71,Unhealthy
Johannesburg,South Africa,2023-06-17,77.07000000000001,77.965,44.425,40.535,6.875,94.63,19.535,56.47,15.35,Unhealthy
Johannesburg,South Africa,2023-06-18,66.62,115.6,75.51,25.71,2.3,90.27,30.53,74.94,9.76,Unhealthy
Johannesburg,South Africa,2023-06-19,64.19,87.3475,77.02,27.2,3.4225,115.245,3.3325,77.4975,8.1525,Unhealthy
Johannesburg,South Africa,2023-06-20,72.2175,117.23875,81.52250000000001,19.445,4.45125,103.265,4.06625,76.21125,5.998749999999999,Unhealthy
Johannesburg,South Africa,2023-06-21,80.245,147.13,86.025,11.69,5.48,91.285,4.8,74.925,3.845,Unhealthy
Johannesburg,South Africa,2023-06-22,37.26,135.05,79.34,4.54,4.87,148.64,9.59,71.26,17.56,Unhealthy
Johannesburg,South Africa,2023-06-23,35.004999999999995,88.48,49.870000000000005,3.95,2.66,170.08499999999998,21.54,60.93000000000001,9.175,Moderate
Johannesburg,South Africa,2023-06-24,32.75,41.91,20.4,3.36,0.45,191.53,33.49,50.6,0.79,Moderate
Johannesburg,South Africa,2023-06-25,46.43,127.35,52.32,25.18,6.48,139.14,24.895,38.43,17.395,Unhealthy
Johannesburg,South Africa,2023-06-26,81.80833333333334,91.94833333333332,43.00666666666666,27.346666666666664,5.418333333333334,84.43833333333333,20.025,51.29166666666666,12.281666666666666,Unhealthy
Johannesburg,South Africa,2023-06-27,33.38,31.21,79.45,38.1,4.72,32.62,-6.54,37.31,15.74,Moderate
Johannesburg,South Africa,2023-06-28,85.17,108.88,57.1175,32.6725,5.9425,107.5525,11.595,62.5675,6.9425,Unhealthy
Johannesburg,South Africa,2023-06-29,77.8,90.51666666666668,52.77166666666667,33.77166666666667,5.3133333333333335,118.93166666666669,13.81,67.77666666666666,8.908333333333333,Unhealthy
Johannesburg,South Africa,2023-06-30,70.43,72.15333333333334,48.42583333333333,34.87083333333333,4.684166666666666,130.3108333333333,16.025,72.98583333333333,10.874166666666667,Unhealthy
Johannesburg,South Africa,2023-07-01,63.06,53.79,44.08,35.97,4.055,141.69,18.24,78.195,12.84,Unhealthy
Johannesburg,South Africa,2023-07-02,68.642,72.4,48.592,26.562,3.6195,137.614,14.361999999999998,66.16149999999999,9.778,Unhealthy
Johannesburg,South Africa,2023-07-03,74.224,91.01,53.104,17.154000000000003,3.184,133.538,10.484,54.128,6.715999999999999,Unhealthy
Johannesburg,South Africa,2023-07-04,34.31,28.72,82.02,39.61,3.78,184.8,16.66,22.68,0.6,Moderate
Johannesburg,South Africa,2023-07-05,42.475,48.63,76.33500000000001,27.535,6.205,107.065,8.835,45.875,3.875,Unhealthy
Johannesburg,South Africa,2023-07-06,50.64,68.54,70.65,15.46,8.63,29.33,1.01,69.07,7.15,Unhealthy
Johannesburg,South Africa,2023-07-07,61.14333333333334,88.06500000000001,64.02166666666668,23.615,6.041666666666668,58.57333333333334,5.8933333333333335,75.16499999999999,9.48,Unhealthy
Johannesburg,South Africa,2023-07-08,71.64666666666668,107.59,57.39333333333334,31.77,3.453333333333334,87.81666666666666,10.776666666666667,81.26,11.81,Unhealthy
Johannesburg,South Africa,2023-07-09,82.15,127.115,50.765,39.925,0.865,117.06,15.66,87.355,14.14,Unhealthy
Johannesburg,South Africa,2023-07-10,148.64,181.29,65.58,29.19,8.28,55.62,-9.9,99.7,11.52,Unhealthy
Johannesburg,South Africa,2023-07-11,129.87,158.315,68.02625,29.69375,7.92375,66.7775,-4.57125,92.2075,11.47625,Unhealthy
Johannesburg,South Africa,2023-07-12,111.1,135.34,70.4725,30.1975,7.5675,77.935,0.7575000000000003,84.715,11.4325,Unhealthy
Johannesburg,South Africa,2023-07-13,92.33,112.365,72.91875,30.70125,7.21125,89.0925,6.0862500000000015,77.2225,11.388749999999998,Unhealthy
Johannesburg,South Africa,2023-07-14,73.56,89.39,75.36500000000001,31.205,6.855,100.25,11.415,69.72999999999999,11.345,Unhealthy
Johannesburg,South Africa,2023-07-15,64.735,35.155,43.225,33.19,7.460000000000001,93.665,22.865,71.545,6.005000000000001,Unhealthy
Johannesburg,South Africa,2023-07-16,103.75,120.43,51.215,3.835,6.535,105.575,-4.275,44.165000000000006,13.285,Unhealthy
Johannesburg,South Africa,2023-07-17,75.5275,98.655,59.9525,28.112500000000004,4.93,102.095,7.154999999999999,64.215,11.94,Unhealthy
Johannesburg,South Africa,2023-07-18,18.42,134.29,73.42,15.12,6.12,103.71,35.01,14.75,4.79,Moderate
Johannesburg,South Africa,2023-07-19,99.13,171.19,12.61,35.75,0.96,10.27,4.12,30.54,16.63,Unhealthy
